"","StationID","species","min.year","max.year","b.linear","SE.b.linear","pval.lin","AIC.linear","nobs.linear","r2.lin","best_linear","b.poly","SE.b.poly","pval.b.poly","c.poly","SE.c.poly","pval.c.poly","AIC.poly","nobs.poly","r2.poly","best_poly","vote","UCI","MOSout","UDI","organism.group","measure","transformation","Phylum","Class","Order","Family","Genus","origin","enter","DOI","lat","long"
"1","NS","Anas acuta",1987,2019,0.0429188254211395,0.00653420241860576,2.46228181663432e-07,29.6822544589347,33,0.568401687156027,"lm",2.34762444227914,0.341183874533465,1.2256978671103e-07,0.684052534562079,0.341183874533465,0.0540660873725763,27.5326813736105,33,0.606712652753396,"lm","positive accelerating","NS Anas acuta",NA,"AH002","birds","abundance","log1p","Chordata","Aves","Anseriformes","Anatidae","Anas","NISH","Anika Happe",NA,NA,NA
"2","NS","Anas crecca",1987,2019,-0.0269409881881547,0.00708071012104877,0.000626429109611068,34.9836325375193,33,0.296344942085677,"lm",-1.47364989020678,0.30715259458849,4.12162038437554e-05,1.34906451261152,0.30715259458849,0.000128718795782492,20.597607386909,33,0.557459552227705,"lm","negative to positive","NS Anas crecca",TRUE,"AH002","birds","abundance","log1p","Chordata","Aves","Anseriformes","Anatidae","Anas","NISH","Anika Happe",NA,NA,NA
"3","NS","Anas platyrhynchos",1987,2019,-0.0310928380438869,0.00385590689761106,4.17463788777513e-09,-5.1290535229205,33,0.666746845482787,"lm",-1.70075266169104,0.213769271137118,7.0225303142858e-09,0.0901075321131147,0.213769271137118,0.676382144591294,-3.32392192096349,33,0.657665905479548,"lm","negative linear","NS Anas platyrhynchos",NA,"AH002","birds","abundance","log1p","Chordata","Aves","Anseriformes","Anatidae","Anas","NISH","Anika Happe",NA,NA,NA
"4","NS","Arenaria interpres",1987,2019,0.026309293147522,0.00665667608391874,0.000417005121777678,30.9078732373376,33,0.313611218614619,"lm",1.43909669116406,0.35246747064198,0.00030388267817754,0.61884210098119,0.35246747064198,0.0893393097370157,29.6801090295508,33,0.356821050135781,"lm","positive accelerating","NS Arenaria interpres",NA,"AH002","birds","abundance","log1p","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","NISH","Anika Happe",NA,NA,NA
"5","NS","Branta bernicla",1987,2019,-0.0159814004341116,0.00328757103573399,3.19641623691777e-05,-15.6532304750971,33,0.414250392032348,"lm",-0.874169456242652,0.17202341934721,1.84972825394657e-05,-0.338693592492419,0.17202341934721,0.0582653559001902,-17.6635198032109,33,0.463987055002339,"lm","negative accelerating","NS Branta bernicla",NA,"AH002","birds","abundance","log1p","Chordata","Aves","Anseriformes","Anatidae","Branta","NISH","Anika Happe",NA,NA,NA
"6","NS","Branta leucopsis",1987,2019,0.0402491591272371,0.00433024864412028,1.78350775619419e-10,2.52818280912302,33,0.727415686471773,"lm",2.20159589227118,0.240772734053032,3.5248079126273e-10,-0.00723972559492304,0.240772734053032,0.97621140503842,4.52718828403417,33,0.718338031297059,"lm","positive linear","NS Branta leucopsis",NA,"AH002","birds","abundance","log1p","Chordata","Aves","Anseriformes","Anatidae","Branta","NISH","Anika Happe",NA,NA,NA
"7","NS","Calidris alba",1987,2019,-0.0105003765066134,0.00512790640928522,0.0491430862835131,13.6869681115556,33,0.0907294423594005,"lm",-0.574361956511452,0.284195691647219,0.0522815607629403,-0.126243595994244,0.284195691647219,0.660076096680587,15.4706205390052,33,0.0665601473377375,"lm","negative linear","NS Calidris alba",NA,"AH002","birds","abundance","log1p","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","NISH","Anika Happe",NA,NA,NA
"8","NS","Calidris alpina",1987,2019,-0.00900533775319783,0.00336963573917919,0.0118956557435061,-14.0259579605633,33,0.161034992226081,"lm",-0.492584566631067,0.185627668279023,0.012612193714805,-0.139350447029121,0.185627668279023,0.458682125112141,-12.6401108094839,33,0.1490544619234,"lm","negative linear","NS Calidris alpina",NA,"AH002","birds","abundance","log1p","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","NISH","Anika Happe",NA,NA,NA
"9","NS","Calidris canutus",1987,2019,-0.00912837837044771,0.00684179135122739,0.191854291372402,32.7182081812603,33,0.0237983674159814,"lm",-0.499314787172162,0.380244804044171,0.199091572245344,-0.0644041150354564,0.380244804044171,0.866638318756639,34.6866664320277,33,-0.00777798165698251,"lm","no","NS Calidris canutus",NA,"AH002","birds","abundance","log1p","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","NISH","Anika Happe",NA,NA,NA
"10","NS","Calidris ferruginea",1987,2019,-0.0867834024874563,0.015210250700719,2.84228909270122e-06,85.4469280465698,33,0.496488941707886,"lm",-4.74698072150299,0.840602327969596,3.7520742510926e-06,0.509869700454876,0.840602327969596,0.548710690720585,87.0446925159173,33,0.48600859572732,"lm","negative linear","NS Calidris ferruginea",NA,"AH002","birds","abundance","log1p","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","NISH","Anika Happe",NA,NA,NA
