"","StationID","species","min.year","max.year","b.linear","SE.b.linear","pval.lin","AIC.linear","nobs.linear","r2.lin","best_linear","b.poly","SE.b.poly","pval.b.poly","c.poly","SE.c.poly","pval.c.poly","AIC.poly","nobs.poly","r2.poly","best_poly","vote","UCI","MOSout","UDI","organism.group","measure","transformation","Phylum","Class","Order","Family","Genus","origin","enter","DOI","lat","long"
"1","AuWe_MZB_1","Bathyporeia sarsi",2008,2019,-0.100741882950869,0.11532107134749,0.405054160520059,41.8893380473566,11,-0.0242609004548522,"lm",-1.19431384301663,1.44995986243491,0.433984101571808,-0.0537893723755705,1.44995986243491,0.971316541308938,43.8874459375386,11,-0.152095324069324,"lm","no","AuWe_MZB_1 Bathyporeia sarsi",NA,"AH001","macroinvertebrates","abundance","log1p","Arthropoda","Crustacea","Amphipoda","Pontoporeiidae","Bathyporeia","NLWKN","Anika Happe","",NA,NA
"2","AuWe_MZB_1","Crangon crangon",2008,2019,0.00340947374217679,0.0432724385007271,0.938922981466489,20.324844441033,11,-0.110345219206694,"lm",0.040419948172598,0.524548496066528,0.940470808155468,0.409069982790794,0.524548496066528,0.457927109004104,21.5188740223671,11,-0.160886541183288,"lm","no","AuWe_MZB_1 Crangon crangon",NA,"AH001","macroinvertebrates","abundance","log1p","Arthropoda","Crustacea","Decapoda","Crangonidae","Crangon","NLWKN","Anika Happe","",NA,NA
"3","AuWe_MZB_1","Ensis leei",2008,2019,0.22782014093113,0.188548045905891,0.25772576038781,52.7052573794103,11,0.0439731548390435,"lm",2.70085033217755,2.3683424021252,0.287109313629017,0.309216399685691,2.3683424021252,0.899344931010043,54.6818433335387,11,-0.0732433161379928,"lm","no","AuWe_MZB_1 Ensis leei",NA,"AH001","macroinvertebrates","abundance","log1p","Mollusca","Bivalvia","Veneroida","Pharidae","Ensis","NLWKN","Anika Happe","",NA,NA
"4","AuWe_MZB_1","Ensis leei",2008,2019,0.22782014093113,0.188548045905891,0.25772576038781,52.7052573794103,11,0.0439731548390435,"lm",2.70085033217755,2.3683424021252,0.287109313629017,0.309216399685691,2.3683424021252,0.899344931010043,54.6818433335387,11,-0.0732433161379928,"lm","no","AuWe_MZB_1 Ensis leei",NA,"AH001","macroinvertebrates","abundance","log1p","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis","NLWKN","Anika Happe","",NA,NA
"5","AuWe_MZB_1","Eteone longa",2008,2019,0.0197111655952498,0.0443067264707945,0.666913309092609,20.8444975637316,11,-0.0872025608820473,"lm",0.23367955057858,0.556934603754626,0.685831841955676,-0.0414260560095076,0.556934603754626,0.942532513396064,22.836892701769,11,-0.22225757971904,"lm","no","AuWe_MZB_1 Eteone longa",NA,"AH001","macroinvertebrates","abundance","log1p","Annelida","Polychaeta","Aciculata","Phyllodocidae","Eteone","NLWKN","Anika Happe","",NA,NA
"6","AuWe_MZB_1","Limecola balthica",2008,2019,0.169074721737765,0.0599436205530456,0.0200286093293645,27.4943926490483,11,0.410223383809615,"lm",2.00441241280028,0.565475868289319,0.00756833217185523,-1.40961530284915,0.565475868289319,0.0373591564859331,23.1717282217705,11,0.626566774165908,"lm","positive to negative","AuWe_MZB_1 Limecola balthica",TRUE,"AH001","macroinvertebrates","abundance","log1p","Mollusca","Bivalvia","Veneroida","Tellinidae","Macoma","NLWKN","Anika Happe","",NA,NA
"7","AuWe_MZB_1","Limecola balthica",2008,2019,0.169074721737765,0.0599436205530456,0.0200286093293645,27.4943926490483,11,0.410223383809615,"lm",2.00441241280028,0.565475868289319,0.00756833217185523,-1.40961530284915,0.565475868289319,0.0373591564859331,23.1717282217705,11,0.626566774165908,"lm","positive to negative","AuWe_MZB_1 Limecola balthica",TRUE,"AH001","macroinvertebrates","abundance","log1p","Mollusca","Bivalvia","Cardiida","Tellinidae","Limecola","NLWKN","Anika Happe","",NA,NA
"8","AuWe_MZB_1","Magelona johnstoni",2008,2019,-0.132053207863741,0.0749618613887418,0.111978686291588,32.4130427890559,11,0.173775845174994,"lm",-1.56551544945148,0.940824542611392,0.134684603315624,0.16331758934113,0.940824542611392,0.866499802407482,34.3716871533887,11,0.0739858243560367,"lm","no","AuWe_MZB_1 Magelona johnstoni",NA,"AH001","macroinvertebrates","abundance","log1p","Annelida","Polychaeta","Spionida","Magelonidae","Magelona","NLWKN","Anika Happe","",NA,NA
"9","AuWe_MZB_1","Magelona mirabilis",2008,2019,0.101727611581513,0.126148342723587,0.440792502918447,43.8635822910187,11,-0.0362370798283076,"lm",1.20599984008709,1.4679597025225,0.435132154575494,-1.69993069020447,1.4679597025225,0.280255290404482,44.1588732309905,11,0.00159328543602599,"lm","no","AuWe_MZB_1 Magelona mirabilis",NA,"AH001","macroinvertebrates","abundance","log1p","Annelida","Polychaeta","Canalipalpata","Magelonidae","Magelona","NLWKN","Anika Happe","",NA,NA
"10","AuWe_MZB_1","Mesopodopsis slabberi",2008,2019,0.0365546404810074,0.106252139761443,0.738720136772228,40.0874232863765,11,-0.096688285278228,"lm",0.433362092053153,1.31671933271603,0.750513940964108,-0.640479924731398,1.31671933271603,0.639713670624294,41.7668090456737,11,-0.198332821562675,"lm","no","AuWe_MZB_1 Mesopodopsis slabberi",NA,"AH001","macroinvertebrates","abundance","log1p","Arthropoda","Crustacea","Mysida","Mysidae","Mesopodopsis","NLWKN","Anika Happe","",NA,NA
"11","AuWe_MZB_1","Nephtys caeca",2008,2019,-0.0946242848199373,0.0762468487756939,0.245969078853368,32.7869683788872,11,0.0512463884365114,"lm",-1.12178857428263,0.945724067727497,0.269586502967135,-0.445534015335181,0.945724067727497,0.650145899655455,34.4859591040883,11,-0.0385363981625642,"lm","no","AuWe_MZB_1 Nephtys caeca",NA,"AH001","macroinvertebrates","abundance","log1p","Annelida","Polychaeta","Aciculata","Nephtyidae","Nephtys","NLWKN","Anika Happe","",NA,NA
